zone_id,demo_latent
0,0.0
1,0.010403160478394466
2,0.02579951877972364
3,0.045996835019598045
4,0.0707543032235663
5,0.0997851842134951
6,0.1327599061076309
7,0.16930959959013467
8,0.20903003061772676
9,0.2514858891408188
10,0.29621538876249254
11,0.3427351290818456
12,0.39054516980048204
13,0.4391342635402621
14,0.48798519274829083
15,0.5365801550668498
16,0.5844061411348879
17,0.6309602489602655
18,0.6757548797649434
19,0.7183227615404748
20,0.7582217484506403
21,0.7950393466567273
22,0.8283969200958047
23,0.8579535331752215
24,0.8834093912301363
25,0.9045088438716812
26,0.921042920996371
27,0.9328513761750606
28,0.9398242173436242
29,0.9419027101203028
30,0.9390798446195662
31,0.9314002622606319
32,0.9189596447199466
33,0.9019035727931829
34,0.8804258684514903
35,0.8547664387448924
36,0.8252086453622777
37,0.7920762285505146
38,0.7557298186768148
39,0.7165630729329672
40,0.6749984784940063
41,0.6314828668103663
42,0.5864826866001684
43,0.5404790854897589
44,0.4939628520986928
45,0.44742927166328283
46,0.40137294903282167
47,0.3562826530401505
48,0.31263623585123435
49,0.2708956799409735
50,0.2315023238305875
51,0.19487231568491672
52,0.16139234131773947
53,0.13141567012516908
54,0.10525855899413766
55,0.08319705035039393
56,0.06546419626534314
57,0.052247735974588615
58,0.04368824932773969
59,0.039877803636483085
60,0.0036008735211384567
61,0.01679502343106434
62,0.03487975952682188
63,0.05763301972586569
64,0.08478572344484266
65,0.11602470363038717
66,0.15099608619313443
67,0.1893090810482509
68,0.2305401447287969
69,0.2742374707280003
70,0.31992576037492043
71,0.36711122420338854
72,0.41528676144868015
73,0.46393726354021736
74,0.5125449862578225
75,0.5605949346028469
76,0.6075802044057828
77,0.6530072252485176
78,0.6964008504183132
79,0.737309241314752
80,0.7753084959849592
81,0.8100069742381669
82,0.8410492750638743
83,0.8681198258034262
84,0.8909460466740816
85,0.909301058762809
86,0.9230059084522345
87,0.9319312863592722
88,0.9359987242023236
89,0.9351812585114619
90,0.9295035556965613
91,0.9190414986334635
92,0.9039212405573042
93,0.8843177376058362
94,0.8604527767763986
95,0.8325925212882077
96,0.8010446003290649
97,0.7661547748485507
98,0.7283032154054251
99,0.687900432023375
100,0.6453828995313433
101,0.6012084249143369
102,0.5558513057553811
103,0.509797330878396
104,0.46353867578908226
105,0.41756874643954206
106,0.372377025206748
107,0.32844397277056225
108,0.2862360388111325
109,0.24620083312524466
110,0.20876250690324086
111,0.1743173915350318
112,0.1432299394525243
113,0.11582900819544083
114,0.09240452514975485
115,0.07320456628955906
116,0.0584328778014171
117,0.04824686473333172
118,0.04275606583860719
119,0.04202112863268719
120,0.008823168718727655
121,0.024745148022080766
122,0.04543473097761789
123,0.0706410657452111
124,0.10006804088419025
125,0.1333775027596971
126,0.170192898031701
127,0.2101033026491074
128,0.2526677948077544
129,0.2974201258165478
130,0.34387363978955654
131,0.39152639057460015
132,0.4398664023649707
133,0.4883770190427951
134,0.5365422864820385
135,0.5838523118045243
136,0.6298085439372187
137,0.6739289207542045
138,0.7157528295972911
139,0.7548458300321268
140,0.7908040902944358
141,0.8232584919816646
142,0.8518783611163006
143,0.8763747877112764
144,0.8965035003584628
145,0.9120672670960717
146,0.9229177988335278
147,0.9289571368747302
148,0.9301385115223407
149,0.9264666643112254
150,0.9179976320485824
151,0.9048379964721469
152,0.8871436089168133
153,0.865117804844513
154,0.8390091283864104
155,0.8091085921126081
156,0.7757465020330688
157,0.7392888822896864
158,0.7001335380825942
159,0.6587057990397848
160,0.6154539884452116
161,0.5708446664672094
162,0.5253576977315896
163,0.4794811952595156
164,0.43370639390374954
165,0.38852250697696383
166,0.344411619753138
167,0.30184367294935616
168,0.26127158816435914
169,0.22312658557832857
170,0.1878137420203937
171,0.1557078348198471
172,0.12714951369636396
173,0.10244183935116864
174,0.08184722343967334
175,0.06558480027109086
176,0.053828255948564205
177,0.046704135777657994
178,0.04429064568860162
179,0.046616958190678674
180,0.015628722078017986
181,0.03420124236730248
182,0.05739873137465535
183,0.08494273434783922
184,0.11651149738515698
185,0.1517434548925119
186,0.19024111781380873
187,0.23157532146461415
188,0.27528978812700233
189,0.3209059563626581
190,0.36792802631213783
191,0.41584816809421826
192,0.4641518388221009
193,0.5123231527330772
194,0.5598502484884296
195,0.6062305978514033
196,0.6509762006849634
197,0.6936186125224781
198,0.7337137528363844
199,0.7708464445430574
200,0.8046346382085006
201,0.8347332778290242
202,0.860837768914717
203,0.8826870138604992
204,0.900065984205852
205,0.9128078043063369
206,0.9207953261185712
207,0.923962180179645
208,0.9222932933821993
209,0.9158248697523028
210,0.90464383606712
211,0.8888867597439234
212,0.8687382519336616
213,0.8444288741009727
214,0.8162325715139118
215,0.7844636619464378
216,0.7494734124635811
217,0.7116462413658241
218,0.6713955861749253
219,0.6291594819032138
220,0.5853958967348423
221,0.5405778746275102
222,0.49518853619539677
223,0.449715990535909
224,0.4046482114136374
225,0.3604679313911041
226,0.3176476071190794
227,0.2766445080522662
228,0.23789597937411253
229,0.2018149278949487
230,0.1687855771680885
231,0.1391595350710894
232,0.11325221365798742
233,0.09133963724338727
234,0.0736556704715368
235,0.0603896935991702
236,0.051684747429215465
237,0.047636165326464606
238,0.04829070457745798
239,0.053646184083287904
240,0.023970074759261547
241,0.045102219844174465
242,0.0706978781815627
243,0.1004523263199279
244,0.13401969273919948
245,0.171016698564827
246,0.2110267728913732
247,0.25360449915577904
248,0.29828034563548844
